"SourceFile","GPSLatitude","GPSLatitudeRef","GPSLongitude","GPSLongitudeRef","Location"
"Test_Photos/A1209802_adj_crop_denoise_sharp_nik.jpg",19.4323069455172,"N",155.273699197931,"W","Kilauea Military Camp"
"Test_Photos/A1209885_adj_crop_denoise_sharp_nik.jpg",19.4325069131034,"N",155.274036567586,"W","Kilauea Military Camp"
"Test_Photos/A1209900_adj_crop_denoise_sharp_nik.jpg",19.4325143193103,"N",155.274049062759,"W","Kilauea Military Camp"
"Test_Photos/A1209929_adj_crop_sharp.jpg",19.4329491516779,"N",155.274102058389,"W","Kilauea Military Camp"
"Test_Photos/A1200709_adj_crop.jpg",19.4135145142857,"N",155.2399597,"W","Kilauea Iki Overlook"
"Test_Photos/A1200715_adj_crop_denoise_sharp.jpg",19.4135153714286,"N",155.2399589,"W","Kilauea Iki Overlook"
"Test_Photos/A1200731_adj_crop.jpg",19.4135265142857,"N",155.2399485,"W","Kilauea Iki Overlook"
"Test_Photos/A1200735_crop_adj.jpg",19.4135273714286,"N",155.2399477,"W","Kilauea Iki Overlook"
"Test_Photos/A1200900_adj_crop_sharp.jpg",19.4135853247863,"N",155.239870095014,"W","Kilauea Iki Overlook"
"Test_Photos/A1201776_adj_crop_sharp.jpg",19.4230654898148,"N",155.239661467901,"W","Kilauea Iki Overlook"
"Test_Photos/A1201778_adj_crop_sharp_nik.jpg",19.4230654898148,"N",155.239661467901,"W","Kilauea Iki Overlook"
"Test_Photos/A1201823_adj_crop_denoise_sharp_nik.jpg",19.4233518916667,"N",155.239927122222,"W","Kilauea Iki Overlook"
"Test_Photos/A1201856_adj_crop_denoise_nik.jpg",19.4234308990741,"N",155.240000406173,"W","Kilauea Iki Overlook"
"Test_Photos/A1203316_malformed_beak_apapane.jpg",19.4204557689284,"N",155.253862977286,"W","Kilauea Iki Overlook"
"Test_Photos/A1203419_adj_crop_denoise_sharp_nik.jpg",19.4061701938575,"N",155.253000441685,"W","Devastation Parking Lot"
"Test_Photos/A1203449_adj_crop_denoise_sharp_nik.jpg",19.4061701938575,"N",155.253000441685,"W","Devastation Parking Lot"
"Test_Photos/A1203489_adj_crop_denoise_sharp_nik.jpg",19.4061701938575,"N",155.253000441685,"W","Devastation Parking Lot"
"Test_Photos/A1203672_adj_crop_denoise_sharp_nik.jpg",19.4061701938575,"N",155.253000441685,"W","Devastation Parking Lot"
"Test_Photos/A1203731_adj_crop_denoise_sharp_nik.jpg",19.4061701938575,"N",155.253000441685,"W","Devastation Parking Lot"
"Test_Photos/A1203805_adj_crop_denoise_sharp_nik.jpg",19.4061701938575,"N",155.253000441685,"W","Devastation Parking Lot"
"Test_Photos/A1203848_adj_crop_denoise_sharp_nik.jpg",19.4061701938575,"N",155.253000441685,"W","Devastation Parking Lot"
"Test_Photos/A1203883_adj_crop_denoise_sharp_nik.jpg",19.4061701938575,"N",155.253000441685,"W","Devastation Parking Lot"
"Test_Photos/A1203968_adj_crop_denoise_sharp_nik.jpg",19.4131270283409,"N",155.253359865991,"W","Devastation Parking Lot"
"Test_Photos/A1203978_adj_crop_denoise_sharp_nik.jpg",19.4131082366984,"N",155.253358575962,"W","Devastation Parking Lot"
"Test_Photos/A1204026_adj_crop_denoise_sharp_nik.jpg",19.4130706534133,"N",155.253355995904,"W","Devastation Parking Lot"
"Test_Photos/A1204041_adj_crop_denoise_sharp_nik.jpg",19.4130518617708,"N",155.253354705875,"W","Devastation Parking Lot"
"Test_Photos/Apapane_with_spider.jpg",19.4130518617708,"N",155.253354705875,"W","Devastation Parking Lot"
"Test_Photos/A1204071_adj_crop_denoise_sharp_nik.jpg",19.4130142784857,"N",155.253352125817,"W","Devastation Parking Lot"
"Test_Photos/A1204163_adj_crop_denoise_sharp_nik.jpg",19.4115673220108,"N",155.253252793587,"W","Devastation Parking Lot"
"Test_Photos/A1204196_adj_crop_denoise_sharp_nik.jpg",19.4079781182871,"N",155.253006398055,"W","Devastation Parking Lot"
"Test_Photos/A1204225_adj_crop_denoise_sharp_nik.jpg",19.4070761194456,"N",155.252944476665,"W","Devastation Parking Lot"
"Test_Photos/A1204262_adj_crop_denoise_sharp_nik.jpg",19.4068130364501,"N",155.25292641626,"W","Devastation Parking Lot"
"Test_Photos/A1204346_adj_crop_denoise_sharp_nik.jpg",19.4058599088109,"N",155.25293889521,"W","Devastation Parking Lot"
"Test_Photos/A1204384_adj_crop_denoise_sharp_nik.jpg",19.40578939213,"N",155.252974543114,"W","Devastation Parking Lot"
"Test_Photos/A1204386_adj_crop_denoise_sharp_nik.jpg",19.40578939213,"N",155.252974543114,"W","Devastation Parking Lot"
"Test_Photos/A1204446_adj_crop_denoise_sharp.jpg",19.4057840499572,"N",155.252977243713,"W","Devastation Parking Lot"
"Test_Photos/A1204520_adj_crop_denoise_sharp_nik.jpg",19.4057696260907,"N",155.252984535329,"W","Devastation Parking Lot"
"Test_Photos/A1204661_adj_crop_denoise_sharp_nik.jpg",19.4056601115483,"N",155.253039897605,"W","Devastation Parking Lot"
"Test_Photos/A1204680_adj_crop_denoise_sharp_nik.jpg",19.4056590431138,"N",155.253040437725,"W","Devastation Parking Lot"
"Test_Photos/A1204715_adj_crop_denoise_sharp_nik_adj_crop_denoise_sharp_nik.jpg",19.4056569062447,"N",155.253041517964,"W","Devastation Parking Lot"
"Test_Photos/A1204767_adj_crop_denoise_sharp_nik.jpg",19.4134329584991,"N",155.241391197612,"W","Kilauea Iki Overlook"
"Test_Photos/A1204790_adj_crop_denoise_sharp_nik.jpg",19.4132366801023,"N",155.241687236526,"W","Kilauea Iki Overlook"
"Test_Photos/A1204856_adj_crop_denoise_supersharp_nik.jpg",19.4129335666288,"N",155.242144410546,"W","Kilauea Iki Overlook"
"Test_Photos/A1204878_adj_crop_denoise_sharp_nik.jpg",19.4127497109153,"N",155.24242171282,"W","Kilauea Iki Overlook"
"Test_Photos/A1204887_adj_crop_denoise_sharp_nik.jpg",19.4127472263786,"N",155.242425460148,"W","Kilauea Iki Overlook"
"Test_Photos/A1205039_adj_crop_denoise_sharp_nik.jpg",19.4126254840819,"N",155.242609079221,"W","Kilauea Iki Overlook"
"Test_Photos/A1205162_adj_crop_denoise_sharp_nik.jpg",19.4166310379255,"N",155.242908467016,"W","Kilauea Iki Overlook"
"Test_Photos/A1205223_adj_crop_denoise_sharp_nik.jpg",19.4166310379255,"N",155.242908467016,"W","Kilauea Iki Overlook"
"Test_Photos/A1205240_adj_crop_denoise_sharp_nik.jpg",19.4166310379255,"N",155.242908467016,"W","Kilauea Iki Overlook"
"Test_Photos/A1205273_adj_crop_denoise_sharp_nik.jpg",19.4166310379255,"N",155.242908467016,"W","Kilauea Iki Overlook"
"Test_Photos/A1205479_adj_crop_denoise_superfocus_nik.jpg",19.4166310379255,"N",155.242908467016,"W","Kilauea Iki Overlook"
"Test_Photos/A1205481_adj_crop_denoise_sharp_nik.jpg",19.4166310379255,"N",155.242908467016,"W","Kilauea Iki Overlook"
"Test_Photos/A1205545_adj_crop_denoise_sharp_nik.jpg",19.4166310379255,"N",155.242908467016,"W","Kilauea Iki Overlook"
"Test_Photos/A1205547_adj_crop_denoise_sharp_nik.jpg",19.4166310379255,"N",155.242908467016,"W","Kilauea Iki Overlook"
"Test_Photos/A1205580_adj_crop_denoise_sharp_nik.jpg",19.4166310379255,"N",155.242908467016,"W","Kilauea Iki Overlook"
"Test_Photos/A1205807_adj_crop_denoise_sharp_nik.jpg",19.4061701938575,"N",155.253000441685,"W","Devastation Parking Lot"
"Test_Photos/A1205821_adj_crop_denoise_sharp_nik.jpg",19.4061701938575,"N",155.253000441685,"W","Devastation Parking Lot"
"Test_Photos/A1205841_adj_crop_denoise_sharp_nik.jpg",19.4061701938575,"N",155.253000441685,"W","Devastation Parking Lot"
"Test_Photos/A1205876_adj_crop_denoise_sharp_nik.jpg",19.4074303179079,"N",155.250444742126,"W","Devastation Parking Lot"
"Test_Photos/A1205928_adj_crop_denoise_sharp_nik.jpg",19.4069508023309,"N",155.251167976435,"W","Devastation Parking Lot"
"Test_Photos/A1205940_adj_crop_denoise_sharp.jpg",19.4064762558272,"N",155.251883716089,"W","Devastation Parking Lot"
"Test_Photos/A1205956_adj_crop_denoise_sharp.jpg",19.4064240805571,"N",155.251962409977,"W","Devastation Parking Lot"
"Test_Photos/A1205992_adj_crop_denoise_sharp_nik.jpg",19.4063222145537,"N",155.252116050426,"W","Devastation Parking Lot"
"Test_Photos/A1206620_adj_crop_denoise_sharp_nik.jpg",19.4234030453238,"N",155.28419529901,"W","Kilauea Overlook"
"Test_Photos/A1206708_adj_crop_denoise_sharp.jpg",19.4234030453238,"N",155.28419529901,"W","Kilauea Overlook"
"Test_Photos/A1206708_adj_crop_denoise_sharp_nik.jpg",19.4234030453238,"N",155.28419529901,"W","Kilauea Overlook"
"Test_Photos/A1206719_adj_crop_denoise_sharp_nik.jpg",19.4234030453238,"N",155.28419529901,"W","Kilauea Overlook"
"Test_Photos/A1206798_adj_crop_denoise_sharp_nik.jpg",19.4234030453238,"N",155.28419529901,"W","Kilauea Overlook"
"Test_Photos/A1206828_adj_crop_denoise_sharp_nik.jpg",19.4234030453238,"N",155.28419529901,"W","Kilauea Overlook"
"Test_Photos/A1206830_adj_crop_denoise_sharp_nik.jpg",19.4234030453238,"N",155.28419529901,"W","Kilauea Overlook"
"Test_Photos/A1206856_adj_crop_denoise_nik.jpg",19.4234030453238,"N",155.28419529901,"W","Kilauea Overlook"
"Test_Photos/A1206976_adj_crop_denoise_sharp_nik.jpg",19.4234030453238,"N",155.28419529901,"W","Kilauea Overlook"
"Test_Photos/A1207048_adj_crop_denoise_sharp_nik.jpg",19.4234030453238,"N",155.28419529901,"W","Kilauea Overlook"
"Test_Photos/A1207068_adj_crop_denoise_sharp_nik.jpg",19.4234030453238,"N",155.28419529901,"W","Kilauea Overlook"
"Test_Photos/A1207120_adj_crop_denoise_sharp_nik.jpg",19.4234030453238,"N",155.28419529901,"W","Kilauea Overlook"
"Test_Photos/A1207140_adj_crop_denoise_sharp_nik.jpg",19.4234030453238,"N",155.28419529901,"W","Kilauea Overlook"
"Test_Photos/A1207220_adj_crop_denoise_sharp_nik.jpg",19.4234030453238,"N",155.28419529901,"W","Kilauea Overlook"
"Test_Photos/A1207268_adj_crop_denoise_sharp_nik.jpg",19.4234030453238,"N",155.28419529901,"W","Kilauea Overlook"
"Test_Photos/A1207306_adj_crop_denoise_sharp_nik.jpg",19.4234030453238,"N",155.28419529901,"W","Kilauea Overlook"
"Test_Photos/A1207373_adj_crop_denoise_sharp_nik.jpg",19.4234030453238,"N",155.28419529901,"W","Kilauea Overlook"
"Test_Photos/A1207409_adj_crop_denoise_sharp_nik.jpg",19.4234030453238,"N",155.28419529901,"W","Kilauea Overlook"
"Test_Photos/A1207592_adj_crop_denoise_sharp.jpg",19.4234030453238,"N",155.28419529901,"W","Kilauea Overlook"
"Test_Photos/A1207600_adj_crop_denoise_sharp_nik.jpg",19.4234030453238,"N",155.28419529901,"W","Kilauea Overlook"
